,state,county,city,date,description,adl_id,fips_county,CountyState
201,CA,Yolo,davis,2018-10-01,swastika were drawn on bathroom mirrors at a middle school using using an orange crayon.,6666,6113,Yolo County CA
202,CA,Yolo,woodland,2019-10-01,"swastikas were spray-painted on various locations at a school, including a jewish teacher's door.",10495,6113,Yolo County CA
203,CA,Yuba,egan,2017-04-01,students found swastikas drawn on desks.,2877,6115,Yuba County CA
204,CO,Adams,aurora,2018-11-01,"anti-semitic, racist and homophobic vandalism discovered in a bathroom at eaglecrest high school.",6867,8001,Adams County CO
205,CO,Adams,aurora,2018-11-01,"graffiti that read: ""burn the jews"" was written on an elementary school playground.",6890,8001,Adams County CO
206,CO,Adams,brighton,2017-08-01,"a group of middle school girls were talking when a male student ran up, shouted ""heil hitler!"" and performed the nazi salute.",3055,8001,Adams County CO
207,CO,Adams,thornton,2017-04-01,anti-semitic bullying at a middle school.,3038,8001,Adams County CO
208,CO,Adams,westminster,2017-02-01,jewish student received anti-semitic valentines day card.,3025,8001,Adams County CO
209,CO,Arapahoe,aurora,2018-11-01,"anti-semitic, racist and homophobic vandalism discovered in a bathroom at eaglecrest high school.",6867,8005,Arapahoe County CO
210,CO,Arapahoe,aurora,2018-11-01,"graffiti that read: ""burn the jews"" was written on an elementary school playground.",6890,8005,Arapahoe County CO
211,CO,Arapahoe,centennial,2019-03-01,jewish student target of anti-semitic verbal harassment by another student.,9622,8005,Arapahoe County CO
212,CO,Arapahoe,cherry hills village,2018-11-01,anti-semitic harassment in school.,6714,8005,Arapahoe County CO
213,CO,Arapahoe,englewood,2019-11-01,swastika vandalism discovered in a bathroom at a high school.,10850,8005,Arapahoe County CO
214,CO,Arapahoe,greenwood village,2016-05-01,posters at a middle school vandalized with anti-semitic graffiti.,1011,8005,Arapahoe County CO
215,CO,Arapahoe,greenwood village,2019-09-01,"student posted a snapchat image of three boys with the caption, ""me and the boys bout to exterminate the jews.""",9945,8005,Arapahoe County CO
216,CO,Arapahoe,littleton,2016-10-01,high school student victim of anti-semitic harassment and bullying by another student.,1326,8005,Arapahoe County CO
217,CO,Arapahoe,littleton,2017-11-01,jewish high school student experienced ongoing anti-semitic anti-semitic incident: harassment and bullying by peers.,3071,8005,Arapahoe County CO
218,CO,Boulder,boulder,2016-09-01,jewish student at public high school was target of anti-semitic harassment in a facebook group chat.,306,8013,Boulder County CO
219,CO,Boulder,boulder,2016-12-01,"high school student victim of anti-semitic harassment and bullying told ""go back to the gas chamber.""",308,8013,Boulder County CO
220,CO,Boulder,boulder,2017-09-01,student at elementary school victim of anti-semitic bullying and anti-semitic incident: harassment by classmate.,3058,8013,Boulder County CO
221,CO,Boulder,boulder,2018-03-01,jewish students at a middle school were bullied and harassed with anti-semitic threats.,5710,8013,Boulder County CO
222,CO,Boulder,longmont,2017-04-01,jewish high school student anti-semitic incident: assaulted by classmates after being targeted with anti-semitic slurs for weeks.,3036,8013,Boulder County CO
223,CO,Denver,denver,2016-11-01,"a school was vandalized with anti-semitic graffiti that included swastikas and the message ""we are hitler youth.""",749,8031,Denver County CO
224,CO,Denver,denver,2016-12-01,jewish boy physically assaulted by peers at school for being jewish.,730,8031,Denver County CO
225,CO,Denver,denver,2017-01-01,"students named their team ""burn the jews"" in an online classroom game.",3021,8031,Denver County CO
226,CO,Denver,denver,2017-05-01,"a jewish elementary school boy was told by a fellow student ""all jews lie,"" and experienced continued bullying from the same child.",3042,8031,Denver County CO
227,CO,Denver,denver,2017-10-01,anti-semitic anti-semitic incident: harassment and bullying at elementary school.,3065,8031,Denver County CO
228,CO,Denver,denver,2019-01-01,a jewish student was verbally harassed with anti-semitic comments by another student.,9503,8031,Denver County CO
229,CO,Denver,denver,2019-04-01,a swastika was burned into the asphalt at a playground near ellis elementary school.,10196,8031,Denver County CO
230,CO,Denver,denver,2019-05-01,swastika vandalism discovered at a school.,10259,8031,Denver County CO
231,CO,Denver,denver,2019-09-01,"during a soccer match between a non-jewish school and a jewish school, students from the non-jewish school called the jewish students ""dirty jews.""",9950,8031,Denver County CO
232,CO,Denver,denver,2019-10-01,classmate made anti-semitic comments to jewish students.,9987,8031,Denver County CO
233,CO,Douglas,littleton,2016-10-01,high school student victim of anti-semitic harassment and bullying by another student.,1326,8035,Douglas County CO
234,CO,Douglas,littleton,2017-11-01,jewish high school student experienced ongoing anti-semitic anti-semitic incident: harassment and bullying by peers.,3071,8035,Douglas County CO
235,CO,Eagle,eagle,2017-02-01,"jewish middle school student received anti-semitic messages on snapchat, told holocaust ""jokes,"" had pennies thrown at her by classmates.",3024,8037,Eagle County CO
236,CO,Eagle,eagle,2017-03-01,parents of jewish middle school students discovered that non-jewish students were sending anti-semitic jokes at their children.,3029,8037,Eagle County CO
237,CO,El Paso,colorado springs,2019-07-01,swastikas and white power message graffiti on public high school property and on adjacent public fencing.,10375,8041,El Paso County CO
238,CO,Jefferson,arvada,2016-04-01,jewish student at public high school was victim of anti-semitic harassment and bullying.,92,8059,Jefferson County CO
239,CO,Jefferson,conifer,2016-11-01,jewish high school student victim of anti-semitic harassment at school.,651,8059,Jefferson County CO
240,CO,Jefferson,conifer,2017-01-01,anti-semitic rhetoric heard in classroom.,3023,8059,Jefferson County CO
241,CO,Jefferson,conifer,2018-11-01,swastika graffiti discovered at a middle school.,6939,8059,Jefferson County CO
242,CO,Jefferson,conifer,2019-09-01,a swastika was traced into the dirt of a student's car that was parked in the high school parking lot.,9949,8059,Jefferson County CO
243,CO,Jefferson,lakewood,2017-03-01,"numerous instances of middle school students chanting ""heil hitler"" and ""build a wall,"" and engaging in sexist behavior.",3030,8059,Jefferson County CO
244,CO,Jefferson,littleton,2016-10-01,high school student victim of anti-semitic harassment and bullying by another student.,1326,8059,Jefferson County CO
245,CO,Jefferson,littleton,2017-11-01,jewish high school student experienced ongoing anti-semitic anti-semitic incident: harassment and bullying by peers.,3071,8059,Jefferson County CO
246,CO,Jefferson,wheat ridge,2018-05-01,jewish high school student victim of persistent anti-semitic bullying and harassment by classmate.,6030,8059,Jefferson County CO
247,CO,Larimer,fort collins,2018-10-01,jewish student was the victim of anti-semitic bullying by peers.,6540,8069,Larimer County CO
248,CO,Larimer,fort collins,2018-10-01,"one student said to another student: ""get away from me you dirty jew.""",6541,8069,Larimer County CO
249,CO,Larimer,fort collins,2018-11-01,"during class, a student called out: ""i call upon jesus to kill all jews.""",6712,8069,Larimer County CO
250,CO,Larimer,fort collins,2018-11-01,"a student used the word ""jew"" in a disparaging way to insult another student.",6711,8069,Larimer County CO
251,CO,Pitkin,aspen,2017-01-01,high school student harassed with anti-semitic comments.,3020,8097,Pitkin County CO
252,CO,Routt,steamboat springs,2016-11-01,swastika vandalism at a high school targeted jewish students.,2367,8107,Routt County CO
253,CO,Weld,erie,2016-05-01,teacher at a high school received anti-semitic threats from students.,834,8123,Weld County CO
254,CT,Fairfield,darien,2018-11-01,swastika vandalism discovered in a middle school.,6843,9001,Fairfield County CT
255,CT,Fairfield,darien,2019-09-01,a swastika and a jewish star were etched into a stall bathroom at middlesex middle school.,10448,9001,Fairfield County CT
256,CT,Fairfield,darien,2019-09-01,swastika vandalism discovered on a window at middlesex middle school.,10447,9001,Fairfield County CT
257,CT,Fairfield,darien,2019-10-01,a swastika was drawn onto a desk at middlesex middle school.,10498,9001,Fairfield County CT
258,CT,Fairfield,darien,2019-11-01,a student at darien high school discovered that a school laptop had been vandalized with a swastika drawing.,10837,9001,Fairfield County CT
259,CT,Fairfield,new canaan,2019-09-01,a wiffle ball with what appeared to be a swastika written on it was found in a classroom at a middle school.,11955,9001,Fairfield County CT
260,CT,Fairfield,norwalk,2019-10-01,a classroom chair at brien mcmahon high school was vandalized with a drawing of a swastika.,10830,9001,Fairfield County CT
261,CT,Fairfield,ridgefield,2017-03-01,swastika graffiti at high school.,3088,9001,Fairfield County CT
262,CT,Fairfield,ridgefield,2017-09-01,a swastika was found etched into a classroom table.,3107,9001,Fairfield County CT
263,CT,Fairfield,ridgefield,2017-11-01,swastika drawn on classroom door at a high school.,3119,9001,Fairfield County CT
264,CT,Fairfield,stamford,2017-10-01,swastika drawn on jewish student's locker.,3115,9001,Fairfield County CT
265,CT,Fairfield,trumbull,2018-11-01,"image advertising something at a school was edited to read ""save a turkey roast a jew.""",6715,9001,Fairfield County CT
266,CT,Fairfield,westport,2018-06-01,"high school students at a lacrosse playoff game chanted anti-semitic ""cheers"" at the other team and displayed a large poster featuring a circumcised penis.",6103,9001,Fairfield County CT
267,CT,Fairfield,westport,2018-12-01,swastika graffiti discovered in a bathroom stall at a school.,7068,9001,Fairfield County CT
268,CT,Fairfield,westport,2019-09-01,"in multiple locations graffiti of swastikas, and star of david next to slurs, were found in staples high school.",10445,9001,Fairfield County CT
269,CT,Fairfield,wilton,2017-10-01,student at a middle school drew a swastika in the boys' bathroom.,3110,9001,Fairfield County CT
270,CT,Fairfield,wilton,2017-10-01,"a note that read: ""jews will burn"" was left on a middle school student's locker.",3117,9001,Fairfield County CT
271,CT,Hartford,farmington,2017-12-01,"elementary school student was told by peers: ""if you don't believe in jesus, you're going to hell,"" and that ""jews are bad.""",3122,9003,Hartford County CT
272,CT,Hartford,glastonbury,2019-11-01,a wall in a school auditorium was vandalized with swastika carvings.,10851,9003,Hartford County CT
273,CT,Hartford,newington,2017-05-01,two students were victims of anti-semitic bullying.,3092,9003,Hartford County CT
274,CT,Hartford,southington,2019-04-01,"jewish student victim of ongoing anti-semitic harassment by peers who tell her she should die in a gas chamber, draw swastikas on their hands and show her, yell ""hitler"" in her face, and do the sieg heil in the hallways.",11732,9003,Hartford County CT
275,CT,Hartford,west hartford,2017-01-01,swastika trampled into snow at school sports field.,3073,9003,Hartford County CT
276,CT,Hartford,west hartford,2017-02-01,bomb threat - hebrew high school of new england,3081,9003,Hartford County CT
277,CT,Hartford,west hartford,2018-11-01,jewish student discovered someone had left a swastika image on her desk and a fellow student made a disparaging comment about jews to her.,6713,9003,Hartford County CT
278,CT,Litchfield,salisbury,2019-02-01,"swastikas and the word ""jew"" were drawn on school chairs.",10073,9005,Litchfield County CT
279,CT,Middlesex,cromwell,2018-03-01,teacher discovered four or five swastikas drawn on boards in her classroom.,5755,9007,Middlesex County CT
280,CT,Middlesex,cromwell,2019-02-01,school desks vandalized with swastika drawings.,10072,9007,Middlesex County CT
281,CT,Middlesex,cromwell,2019-03-01,a non-jewish student did the hitler salute at a jewish student.,9623,9007,Middlesex County CT
282,CT,Middlesex,middletown,2016-11-01,"jewish student heard individuals in a car chanting ""white power"" as they drove past her.",1566,9007,Middlesex County CT
283,CT,New Haven,amity,2017-03-01,"report of frequent anti-semitic comments and ""jokes"" at a middle school.",3082,9009,New Haven County CT
284,CT,New Haven,guilford,2019-10-01,jewish student's classmate told him that hitler and the nazi's did not murder enough jews.,9991,9009,New Haven County CT
285,CT,New Haven,hamden,2018-04-01,"jewish student at a middle school victim of anti-semitic harassment and bullying by peers, was told the holocaust was a lie.",5828,9009,New Haven County CT
286,CT,New Haven,hamden,2019-03-01,a swastika was drawn on a student's homework assignment.,9625,9009,New Haven County CT
287,CT,New Haven,hamden,2019-09-01,vandalism that included anti-semitic words and swastikas were drawn on stalls in two student bathrooms at hamden high school. ,10444,9009,New Haven County CT
288,CT,New Haven,new haven,2017-02-01,student carved two swastikas onto school desk.,3080,9009,New Haven County CT
289,CT,New Haven,wallingford,2019-06-01,"middle school-aged girl received a snapchat image from a classmate holding a gun with the caption ""kill all jews.""",9827,9009,New Haven County CT
290,CT,New Haven,woodbridge,2016-06-01,jewish student victim of anti-semitic bullying.,2689,9009,New Haven County CT
291,CT,New Haven,woodbridge,2018-11-01,swastika graffiti discovered at a high school.,6846,9009,New Haven County CT
292,DC,District of Columbia,washington,2017-03-01,swastika graffiti in high school.,3128,11001,District of Columbia County DC
293,DC,District of Columbia,washington,2017-08-01,"the word ""kike"" was written on a high school building.",3137,11001,District of Columbia County DC
294,DC,District of Columbia,washington,2018-05-01,students at a high school were making anti-semitic verbal threats.,5975,11001,District of Columbia County DC
295,DC,District of Columbia,washington,2018-10-01,a swastika sticker was affixed to a bathroom wall at the school without walls.,6664,11001,District of Columbia County DC
296,DC,District of Columbia,washington,2018-11-01,swastika graffiti discovered at a k-12 private school.,7577,11001,District of Columbia County DC
297,DC,District of Columbia,washington,2019-03-01,students used swastikas as usernames during an online school assembly.,9677,11001,District of Columbia County DC
298,FL,Alachua,gainesville,2016-11-01,swastika vandalism discovered in a bathroom at a high school.,949,12001,Alachua County FL
299,FL,Alachua,gainesville,2019-03-01,"a student chanted ""heil hitler"" at a jewish student.",9628,12001,Alachua County FL
300,FL,Broward,coral springs,2017-01-01,"jewish student subjected to holocaust ""jokes"" and comments about hitler by classmates.",3188,12011,Broward County FL
301,FL,Broward,coral springs,2018-01-01,"images circulated on snapchat of a student at a high school performing the nazi ""sieg heil"" on the school's jewish student union sign.",5533,12011,Broward County FL
302,FL,Broward,davie,2017-02-01,bomb threat - posnack jewish day school,3199,12011,Broward County FL
303,FL,Broward,davie,2017-03-01,bomb threat - posnack jewish day school,3205,12011,Broward County FL
304,FL,Broward,davie,2019-09-01,a student's image was defaced with a drawing of a swastika.,11940,12011,Broward County FL
305,FL,Broward,fort lauderdale,2016-01-01,high school soccer fans chanted anti-semitic slurs at opposing team.,896,12011,Broward County FL
306,FL,Broward,parkland,2018-04-01,a video online targeted a jewish high school student with anti-semitic undertones.,5796,12011,Broward County FL
307,FL,Broward,weston,2016-04-01,high school student experienced ongoing anti-semitic harassment on social media.,2644,12011,Broward County FL
308,FL,Broward,weston,2019-05-01,"students at a school circulated a petition to classmates via whatsapp to ""burn all jews.""",9764,12011,Broward County FL
309,FL,Duval,jacksonville,2016-04-01,"""free palestine, free gaza"" keyed into jewish student's car at high school.",1149,12031,Duval County FL
310,FL,Duval,jacksonville,2019-12-01,jewish student at a middle targeted by a classmate with anti-semitic verbal harassment.,12193,12031,Duval County FL
311,FL,Duval,jacksonville beach,2017-10-01,jewish student victim of anti-semitic bullying and anti-semitic incident: harassment at school.,3242,12031,Duval County FL
312,FL,Hernando,brooksville,2019-05-01,"a jewish student at a high school was targeted twice in one week by a classmate who asked, ""are you jewish? burn you jew, gas em jew.""",9762,12053,Hernando County FL
313,FL,Hernando,spring hill,2017-05-01,a middle school student faced continued anti-semitic anti-semitic incident: harassment from fellow students.,3222,12053,Hernando County FL
314,FL,Hillsborough,tampa,2018-11-01,swastika graffiti discovered in a middle school.,6885,12057,Hillsborough County FL
315,FL,Lee,cape coral,2016-05-01,middle school student victim of ongoing anti-semitic bullying and harassment.,457,12071,Lee County FL
316,FL,Leon,tallahassee,2016-12-01,high school students formed a swastika with their bodies.,2415,12073,Leon County FL
317,FL,Leon,tallahassee,2017-02-01,jewish student bullied with anti-semitic taunts by classmates.,3198,12073,Leon County FL
318,FL,Leon,tallahassee,2018-11-01,"jewish middle school student bullied my other students who called him ""jew boy"" and ""dumb jewish kid.""",6770,12073,Leon County FL
319,FL,Manatee,bradenton,2016-04-01,jewish students at a middle school experienced anti-semitic harassment and bullying.,319,12081,Manatee County FL
320,FL,Martin,stuart,2018-12-01,jewish middle school student verbally harassed by classmate who made remarks praising hitler for killing jews and threatened to kill jews himself.,6974,12085,Martin County FL
321,FL,Miami-Dade,aventura,2018-10-01,swastika vandalism discovered in the bathroom at a k-8 school.,6596,12086,Miami-Dade County FL
322,FL,Miami-Dade,cutler bay,2016-04-01,jewish student threatened and taunted by his peers and teachers for being jewish.,680,12086,Miami-Dade County FL
323,FL,Miami-Dade,kendall,2016-02-01,students used anti-semitic epithets to criticize individuals' appearances.,1190,12086,Miami-Dade County FL
324,FL,Miami-Dade,miami,2016-05-01,"student faced ongoing harassment and bullying at school, including anti-semitic and homophobic slurs.",1546,12086,Miami-Dade County FL
325,FL,Miami-Dade,miami,2017-02-01,anti-semitic valentines cards circulated in middle schools.,3195,12086,Miami-Dade County FL
326,FL,Miami-Dade,miami,2018-09-01,swastika graffiti discovered in school bathroom.,6476,12086,Miami-Dade County FL
327,FL,Miami-Dade,miami beach,2018-09-01,a swastika was spray-painted on the sidewalk that is across the street from a jewish day school.,6461,12086,Miami-Dade County FL
328,FL,Orange,maitland,2016-01-01,jewish school received a bomb threat.,1446,12095,Orange County FL
329,FL,Orange,orlando,2016-01-01,non-jewish elementary school student told jewish peer she did not like her because she was jewish.,1855,12095,Orange County FL
330,FL,Orange,orlando,2017-03-01,anti-semitic anti-semitic incident: harassment of jewish students in high school.,3216,12095,Orange County FL
331,FL,Orange,orlando,2017-10-01,jewish teacher victim of ongoing anti-semitic anti-semitic incident: harassment by students.,3243,12095,Orange County FL
332,FL,Orange,orlando,2017-10-01,jewish elementary school student victim of anti-semitic anti-semitic incident: harassment and threat by classmate.,3246,12095,Orange County FL
333,FL,Orange,winter park,2019-04-01,middle school student was the target of anti-semitic slurs and songs.,9698,12095,Orange County FL
334,FL,Orange,winter park,2019-10-01,a student attended school dressed as hitler for halloween and gave the nazi salute to other students.,12041,12095,Orange County FL
335,FL,Osceola,kissimmee,2016-03-01,class course website about insects displayed anti-semitic cartoons comparing jews to cockroaches.,1202,12097,Osceola County FL
336,FL,Palm Beach,boca raton,2016-02-01,"jewish students faced ongoing taunting and anti-semitic ""jokes"" from peers.",1944,12099,Palm Beach County FL
337,FL,Palm Beach,boca raton,2016-04-01,"middle school student heard multiple anti-semitic ""jokes"" during lunch.",266,12099,Palm Beach County FL
338,FL,Palm Beach,boca raton,2016-09-01,student found book covered with anti-semitic symbolism in history class.,268,12099,Palm Beach County FL
339,FL,Palm Beach,boca raton,2016-10-01,student harassed other students and drew swastikas on notebooks.,269,12099,Palm Beach County FL
340,FL,Palm Beach,boca raton,2017-02-01,"jewish student harassed with anti-semitic messages, including references to jews being cheap, swastikas, and message that the student's grandparents should have been ""roasted.""",3190,12099,Palm Beach County FL
341,FL,Palm Beach,boca raton,2018-12-01,a swastika was etched into a bathroom stall at a high school.,7124,12099,Palm Beach County FL
342,FL,Palm Beach,boca raton,2018-12-01,"""hail hitler"" and an image of a swastika were written in a bathroom stall at a high school.",7066,12099,Palm Beach County FL
343,FL,Palm Beach,boca raton,2019-07-01,jewish girl at a middle school received an anti-semitic text message from a classmate.,9877,12099,Palm Beach County FL
344,FL,Palm Beach,boca raton,2019-12-01,jewish high school student victim of ongoing anti-semitic harassment and bullying by classmate.,12131,12099,Palm Beach County FL
345,FL,Palm Beach,boynton beach,2017-02-01,anti-semitic note passed to jewish student.,3193,12099,Palm Beach County FL
346,FL,Palm Beach,jupiter,2016-03-01,"middle school students told another student, ""all jews should have died"" and ""hitler was right.""",1178,12099,Palm Beach County FL
347,FL,Palm Beach,jupiter,2017-12-01,two jewish students victims of ongoing anti-semitic anti-semitic incident: harassment at by school peers.,3262,12099,Palm Beach County FL
348,FL,Palm Beach,lantana,2017-05-01,swastikas and racial slurs found on walls at a high school.,3225,12099,Palm Beach County FL
349,FL,Palm Beach,loxahatchee,2016-03-01,students made offensive holocaust jokes and promoted anti-semitic conspiracy theories.,1423,12099,Palm Beach County FL
350,FL,Palm Beach,palm beach,2016-12-01,swastika drawn in pencil found inside school bathroom.,1876,12099,Palm Beach County FL
351,FL,Palm Beach,palm beach gardens,2016-01-01,jewish school received a bomb threat.,1878,12099,Palm Beach County FL
352,FL,Palm Beach,palm beach gardens,2016-04-01,"public school student called a ""jew"" in a derogatory fashion.",1879,12099,Palm Beach County FL
353,FL,Palm Beach,palm beach gardens,2017-11-01,jewish student discovered note with anti-semitic content in their backpack.,3261,12099,Palm Beach County FL
354,FL,Palm Beach,palm beach gardens,2019-12-01,jewish student at a high school was victim of verbal anti-semitic harassment by a peer.,12171,12099,Palm Beach County FL
355,FL,Palm Beach,wellington,2017-10-01,jewish students victims of anti-semitic comments at high school.,3239,12099,Palm Beach County FL
356,FL,Palm Beach,west palm beach,2016-02-01,jewish student harassed on social media.,2625,12099,Palm Beach County FL
357,FL,Palm Beach,west palm beach,2016-10-01,middle school student was the victim of anti-semitic bullying at school and targeted on social media.,2630,12099,Palm Beach County FL
358,FL,Pasco,holiday,2019-05-01,a student at paul r. smith middle school was arrested after he wrote a bomb threat on a bathroom wall that included images of swastikas.,11783,12101,Pasco County FL
359,FL,Pasco,spring hill,2017-05-01,a middle school student faced continued anti-semitic anti-semitic incident: harassment from fellow students.,3222,12101,Pasco County FL
360,FL,Polk,kissimmee,2016-03-01,class course website about insects displayed anti-semitic cartoons comparing jews to cockroaches.,1202,12105,Polk County FL
361,FL,St. Johns,ponte vedra beach,2016-01-01,jewish student witnessed peer receive a text filled with anti-semitic content directed at her.,1966,12109,St. Johns County FL
362,FL,Seminole,altamonte springs,2016-12-01,school vandalized with swastika.,48,12117,Seminole County FL
363,FL,Volusia,daytona beach,2016-01-01,middle school student made anti-semitic comments during a class discussion of the holocaust.,1066,12127,Volusia County FL
364,GA,Cherokee,canton,2016-10-01,"high school student experienced ongoing harassment by student who called him ""jew boy"" and ""jack the jew.""",456,13057,Cherokee County GA
365,GA,Cobb,marietta,2016-11-01,middle school student made anti-semitic remarks and gave a jewish student a piece of paper with a swastika drawing on it.,1502,13067,Cobb County GA
366,GA,Cobb,marietta,2017-04-01,a student threw money at another student and made anti-semitic comments towards her.,3297,13067,Cobb County GA
367,GA,Cobb,marietta,2018-04-01,jewish middle school student victim of anti-semitic bullying by peer.,5813,13067,Cobb County GA
368,GA,Cobb,marietta,2019-04-01,"a jewish student at a middle school found a note in their locker that read, ""kill yourself, you kike.""",9700,13067,Cobb County GA
369,GA,Columbia,augusta,2017-03-01,"middle school and high school students subjected to anti-semitic and holocaust-related ""jokes.""",3290,13073,Columbia County GA
370,GA,Forsyth,cumming,2017-03-01,"jewish middle school students harassed with holocaust-related ""jokes.""",3288,13117,Forsyth County GA
371,GA,Fulton,alpharetta,2016-02-01,"six middle school students performed ""heil hitler"" salute and called a boy ""hitler,"" in addition to swastikas found etched in school bathroom.",44,13121,Fulton County GA
372,GA,Fulton,alpharetta,2016-10-01,middle school students harassed other students with anti-semitic jokes.,46,13121,Fulton County GA
373,GA,Fulton,alpharetta,2019-02-01,student directed holocaust jokes at jewish students in class.,9555,13121,Fulton County GA
374,GA,Fulton,atlanta,2016-10-01,elementary school student victim of anti-semitic bullying by peer.,111,13121,Fulton County GA
375,GA,Fulton,atlanta,2016-11-01,swastika drawn in school bathroom.,118,13121,Fulton County GA
376,GA,Fulton,atlanta,2017-08-01,"a social media image of a group of high school students played a variation of beer pong, which they called ""nazis vs. jews"" went around the internet and community.",3305,13121,Fulton County GA
377,GA,Fulton,atlanta,2017-08-01,"elementary school teacher, who is jewish, discovered a swastika drawn on one of her planters.",3308,13121,Fulton County GA
378,GA,Fulton,atlanta,2018-02-01,"jewish students experiencing ongoing anti-semitic harassment by peers in their high school including being called ""kike.""",5619,13121,Fulton County GA
379,GA,Fulton,johns creek,2016-03-01,middle school student victim of ongoing anti-semitic harassment.,1162,13121,Fulton County GA
380,GA,Fulton,johns creek,2016-05-01,"multiple incidents of anti-semitic behavior reported at middle school, including students chanting ""heil hitler"" on school bus.",1163,13121,Fulton County GA
381,GA,Fulton,johns creek,2016-12-01,"jewish middle school student experienced ongoing bullying in the form of anti-semitic ""jokes"" and insults.""",1168,13121,Fulton County GA
382,GA,Fulton,johns creek,2016-12-01,"middle school student called a ""filthy jew"" after picking up a coin from the gym floor.",1166,13121,Fulton County GA
383,GA,Fulton,johns creek,2017-02-01,jewish students harassed with anti-semitic jokes.,3280,13121,Fulton County GA
384,GA,Fulton,johns creek,2017-03-01,"swastikas, a drawing of a gun, and the words ""you the jews"" found in restroom at middle school.",3289,13121,Fulton County GA
385,GA,Fulton,johns creek,2017-04-01,swastika found by a jewish student in the boy's bathroom of a middle school.,3295,13121,Fulton County GA
386,GA,Fulton,johns creek,2017-04-01,students directed the heil hitler salute to a jewish student during class.,3294,13121,Fulton County GA
387,GA,Fulton,johns creek,2017-05-01,"swastika with the letters spelling out ""nazi,"" discovered by an eighth-grade jewish boy in a school bathroom.",3299,13121,Fulton County GA
388,GA,Fulton,milton,2019-02-01,a swastika was drawn on a desk in a jewish teacher's classroom.,10080,13121,Fulton County GA
389,GA,Fulton,roswell,2019-02-01,a swastika was spray-painted on a pillar in front of centennial high school.,10078,13121,Fulton County GA
390,GA,Fulton,sandy springs,2017-02-01,several students distributed valentine's day notes with anti-semitic content.,3281,13121,Fulton County GA
391,GA,Grady,cairo,2016-01-01,middle school student the victim of ongoing anti-semitic jokes and taunts.,438,13131,Grady County GA
392,GA,Grady,cairo,2016-04-01,high school students posted anti-semitic content.,439,13131,Grady County GA
393,GA,Gwinnett,gwinnett county,2019-04-01,"a jewish student at a middle was harassed by another student who said ""death to all the jews"" and mocked the jewish student.",9699,13135,Gwinnett County GA
394,GA,Gwinnett,norcross,2017-03-01,anti-semitic anti-semitic incident: harassment of jewish high school student.,3286,13135,Gwinnett County GA
395,GA,Richmond,augusta,2017-03-01,"middle school and high school students subjected to anti-semitic and holocaust-related ""jokes.""",3290,13245,Richmond County GA
396,GA,Terrell,cairo,2016-01-01,middle school student the victim of ongoing anti-semitic jokes and taunts.,438,13273,Terrell County GA
397,GA,Terrell,cairo,2016-04-01,high school students posted anti-semitic content.,439,13273,Terrell County GA
398,IA,Polk,des moines,2017-11-01,two students victims of anti-semitic anti-semitic incident: harassment and threats.,3327,19153,Polk County IA
399,IA,Scott,bettendorf,2019-01-01,"jewish high school student was told to ""go back into the oven"" by a peer.",9511,19163,Scott County IA
400,IA,Scott,bettendorf,2019-02-01,"a jewish high school student was harassed and baited by another student who said that ""jews killed jesus.""",9561,19163,Scott County IA
401,ID,Kootenai,coeur d'alene,2018-06-01,"a swastika, and other offensive imagery, was burned into a high school's football field.",6183,16055,Kootenai County ID
402,ID,Teton,driggs,2019-10-01,students at teton high school dressed as hitler and a jewish person for halloween. the student dressed as hitler was pulling the student dressed as a jewish person around the school with a leash.,12039,16081,Teton County ID
403,ID,Teton,driggs,2019-10-01,students at teton high school dressed as hitler and a jewish person for halloween. the student dressed as hitler was pulling the student dressed as a jewish person around the school with a leash.,9995,16081,Teton County ID
404,IL,Cook,chicago,2016-05-01,anti-semitic remarks made during a student government hearing.,522,17031,Cook County IL
405,IL,Cook,chicago,2017-03-01,swastikas trampled into snow at elementary school.,3351,17031,Cook County IL
406,IL,Cook,chicago,2017-03-01,two jewish elementary school students were bullied with anti-semitic taunts by classmates.,3348,17031,Cook County IL
407,IL,Cook,chicago,2017-03-01,bomb threat - chicago jewish day school,3346,17031,Cook County IL
408,IL,Cook,chicago,2018-11-01,jewish boy at a middle school discovered a swastika had been drawn on his school locker.,6823,17031,Cook County IL
409,IL,Cook,chicago,2018-12-01,"orthodox jewish teacher was told by one of her students, ""i hate jews. i'm in the nation of islam and i don't like jews,"" and was repeatedly harassed with anti-semitic comments by other students.",7019,17031,Cook County IL
410,IL,Cook,chicago,2019-02-01,"a student made anti-semitic comments to a jewish student that included ""nail the jew to the wall"" and ""burn the jew.""",9557,17031,Cook County IL
411,IL,Cook,chicago,2019-03-01,"two hateful videos at whitney young high school were circulated to students, one of which showed student talking to another on facetime, as someone behind the girl holds a swastika.",9630,17031,Cook County IL
412,IL,Cook,chicago,2019-06-01,anti-semitic graffiti discovered at wilmette junior high school.,10334,17031,Cook County IL
413,IL,Cook,norridge,2018-07-01,"a swastika and ""nazi rules"" was painted onto a door at a school.",6277,17031,Cook County IL
414,IL,Cook,oak park,2018-11-01,an image of a swastika was sent to mostly jewish students via apple airdrop.,6755,17031,Cook County IL
415,IL,Cook,oak park,2018-11-01,"anti-semitic and racist graffiti written in a bathroom at a school that included a swastika and the message: ""gas the jews.""",6844,17031,Cook County IL
