,state,county,city,date,description,adl_id,fips_county,CountyState
848,NJ,Union,summit,2018-11-01,swastika graffiti discovered in a middle school bathroom.,6851,34039,Union County NJ
849,NJ,Union,summit,2018-12-01,swastika graffiti discovered in a school.,7077,34039,Union County NJ
850,NJ,Union,summit,2018-12-01,swastika vandalism discovered in school.,7078,34039,Union County NJ
851,NJ,Union,summit,2018-12-01,"vandalism that included swastikas, slurs and hateful symbols found in a school.",7076,34039,Union County NJ
852,NJ,Union,summit,2019-01-01,a classroom was vandalized with swastika graffiti.,10035,34039,Union County NJ
853,NJ,Union,summit,2019-04-01,a swastika found on text book at a high school.,9714,34039,Union County NJ
854,NJ,Union,summit,2019-04-01,swastika vandalism discovered in a bathroom at lawton c. johnson summit middle school.,10206,34039,Union County NJ
855,NJ,Union,summit,2019-05-01,six swastika carvings discovered inside a bathroom at a school.,10284,34039,Union County NJ
856,NJ,Union,summit,2019-11-01,swastika vandalism discovered in a classroom at a high school.,12094,34039,Union County NJ
857,NJ,Union,westfield,2018-10-01,swastika vandalism discovered in school bathroom.,6648,34039,Union County NJ
858,NJ,Union,westfield,2018-11-01,"a school was vandalized with swastikas, kkk, and the n-word graffiti.",6933,34039,Union County NJ
859,NJ,Union,westfield,2019-05-01,hand drawn swastika discovered in a school book at a school.,9787,34039,Union County NJ
860,NJ,Union,westfield,2019-06-01,swastika vandalism discovered at a high school.,11809,34039,Union County NJ
861,NJ,Union,westfield,2019-10-01,swastika vandalism discovered at westfield high school. ,10518,34039,Union County NJ
862,NJ,Warren,blairstown,2019-10-01,"during a multicultural fair at a school, an individual approached the jewish heritage table wearing a nazi helmut and did the nazi salute.",11980,34041,Warren County NJ
863,NM,Bernalillo,albuquerque,2016-04-01,middle school student victim of anti-semitic verbal harassment.,14,35001,Bernalillo County NM
864,NM,Bernalillo,albuquerque,2016-11-01,anti-semitic bullying at school.,18,35001,Bernalillo County NM
865,NM,Bernalillo,albuquerque,2017-06-01,"students overheard telling holocaust ""jokes"" in school.",4015,35001,Bernalillo County NM
866,NM,Bernalillo,albuquerque,2017-10-01,jewish high school student discovered a swastika drawn in the dirt on his car.,4017,35001,Bernalillo County NM
867,NM,Bernalillo,albuquerque,2018-04-01,jewish girl victim of anti-semitic harassment and bullying by school peers.,5793,35001,Bernalillo County NM
868,NM,Bernalillo,albuquerque,2019-09-01,jewish student at a middle school discovered a swastika on her locker and desk.,10466,35001,Bernalillo County NM
869,NV,Clark,las vegas,2017-02-01,swastika painted on front door of cheyenne high school,4023,32003,Clark County NV
870,NV,Clark,las vegas,2019-05-01,"a jewish student at a middle school received two anti-semitic notes while at school. one included a swastika and the message ""you don't belong here,"" and the second was a drawing of hitler doing the nazi salute.",9783,32003,Clark County NV
871,NY,Albany,ravena,2019-10-01,"a student at ravena-coeymans-selkirk high school scrawled hateful messages on a bathroom wall that included a swastika, receferences to hitler, and anti-semitic, racist, and homophobic slurs.",10539,36001,Albany County NY
872,NY,Bronx,bronx,2017-05-01,anti-semitic graffiti found in male locker room at a school.,4196,36005,Bronx County NY
873,NY,Bronx,bronx,2019-06-01,staff at a high school discovered that swastikas had been drawn on a window sill and stairwell.,10357,36005,Bronx County NY
874,NY,Bronx,bronx,2019-10-01,swastika vandalism discovered at an elementary school.,10533,36005,Bronx County NY
875,NY,Bronx,bronx,2019-10-01,eight swastikas were drawn on a school cafeteria door.,11993,36005,Bronx County NY
876,NY,Broome,binghamton,2018-11-01,road outside binghamton high school was vandalized with swastika graffiti. swastika graffiti also found on school windows.,6850,36007,Broome County NY
877,NY,Clinton,peru,2019-05-01,"a volleyball team at a high school named themselves ""the nazis.""",9797,36019,Clinton County NY
878,NY,Delaware,margaretville,2019-06-01,"a school bus was vandalized with swastikas, the n-word, and other inappropriate graffiti.",10362,36025,Delaware County NY
879,NY,Erie,amherst,2017-08-01,a jewish star and a swastika were spray-painted on a slide at windermere boulevard elementary school.,4273,36029,Erie County NY
880,NY,Kings,brooklyn,2016-03-01,swastika etched into front driver-side window of car parked in front of high school.,1805,36047,Kings County NY
881,NY,Kings,brooklyn,2016-05-01,high school hallway vandalized with swastika.,412,36047,Kings County NY
882,NY,Kings,brooklyn,2016-05-01,fire started inside school bus belonging to a jewish school.,1817,36047,Kings County NY
883,NY,Kings,brooklyn,2016-06-01,jewish woman verbally harassed with anti-semitic remarks by another parent at school function.,355,36047,Kings County NY
884,NY,Kings,brooklyn,2016-08-01,three jewish children were followed home from the school bus and had their yarmulkes forcibly removed.,360,36047,Kings County NY
885,NY,Kings,brooklyn,2017-01-01,driver yelled anti-semitic and threatening remarks at crossing guard and child in front of jewish elementary school.,4056,36047,Kings County NY
886,NY,Kings,brooklyn,2017-04-01,two school buses with hebrew writing on them were vandalized.,4182,36047,Kings County NY
887,NY,Kings,brooklyn,2017-05-01,a swastika was carved into the sidewalk near a jewish school in brooklyn's gravesend neighborhood.,4211,36047,Kings County NY
888,NY,Kings,brooklyn,2017-06-01,known local school bus with jewish iconography set ablaze in arson attack.,4233,36047,Kings County NY
889,NY,Kings,brooklyn,2017-09-01,two swastikas drawn on the sidewalk outside a jewish school.,4307,36047,Kings County NY
890,NY,Kings,brooklyn,2017-10-01,students made anti-semitic comments to other students at middle school.,4335,36047,Kings County NY
891,NY,Kings,brooklyn,2018-03-01,school buses belonging to a yeshiva were vandalized.,5761,36047,Kings County NY
892,NY,Kings,brooklyn,2018-05-01,swastika graffiti discovered by school custodian at a high school.,6074,36047,Kings County NY
893,NY,Kings,brooklyn,2018-05-01,student drew a swastika on a desk.,6060,36047,Kings County NY
894,NY,Kings,brooklyn,2018-12-01,"two jewish students were approached by man on the street who waved his hands and said: ""this is what hitler did, it's going to happen again.""",6977,36047,Kings County NY
895,NY,Kings,brooklyn,2018-12-01,"a swastika and ""ss"" were etched into a desk at a high school.",7055,36047,Kings County NY
896,NY,Kings,brooklyn,2019-01-01,a swastika and neo-nazi references were etched into bathroom at a high school.,10051,36047,Kings County NY
897,NY,Kings,brooklyn,2019-06-01,a teacher discovered a piece of paper with a swastika drawn on it taped to the wall at a school.,9857,36047,Kings County NY
898,NY,Kings,brooklyn,2019-10-01,swastika etching discovered on a desk at a school.,10534,36047,Kings County NY
899,NY,Kings,brooklyn,2019-11-01,a jewish boy was walking to school when two passersby hit him on his head.,12113,36047,Kings County NY
900,NY,Kings,brooklyn,2019-12-01,swastika vandalism discovered in a school.,12190,36047,Kings County NY
901,NY,Monroe,pittsford,2019-05-01,a swastika and the n-word were written on a table at pittsford mendon high school.,10312,36055,Monroe County NY
902,NY,Nassau,cedarhurst,2017-11-01,jewish school received bomb threat.,4370,36059,Nassau County NY
903,NY,Nassau,east garden city,2016-10-01,school restroom vandalized with swastikas.,791,36059,Nassau County NY
904,NY,Nassau,great neck,2019-03-01,a non-jewish student at a middle school slapped a jewish student because she was jewish.,10557,36059,Nassau County NY
905,NY,Nassau,hewlett,2016-11-01,school's faculty restroom vandalized with swastika.,1058,36059,Nassau County NY
906,NY,Nassau,levittown,2019-03-01,two students at division avenue high school photo-shopped a screen shot of the school district's website with anti-semitic messages and shared it with people in a group chat.,9648,36059,Nassau County NY
907,NY,Nassau,north merrick,2019-12-01,swastika vandalism discovered on a school playground.,12303,36059,Nassau County NY
908,NY,Nassau,old westbury,2017-09-01,"anti-semitic, racist, and homophobic graffiti discovered on desk at a high school.",4300,36059,Nassau County NY
909,NY,Nassau,port washington,2016-11-01,school's restroom vandalized with swastika.,1972,36059,Nassau County NY
910,NY,Nassau,port washington,2017-11-01,"swastika, anti-semitic, racist, and homophobic graffiti written on the wall of a bathroom at a high school.",4366,36059,Nassau County NY
911,NY,Nassau,seaford,2019-05-01,swastika vandalism discovered in a high school.,10310,36059,Nassau County NY
912,NY,Nassau,seaford,2019-05-01,"swastikas and the message ""die jews,"" was written on a bathroom wall at a high school.",10311,36059,Nassau County NY
913,NY,Nassau,seaford,2019-06-01,"""jew"" and the n-word were etched into the bathroom wall at a school.",10360,36059,Nassau County NY
914,NY,Nassau,seaford,2019-09-01,swastika vandalism discovered in a school bathroom.,10474,36059,Nassau County NY
915,NY,Nassau,syosset,2017-08-01,"graffiti including swastikas, anti-semitic messages, and gang graffiti were found at syosset high school.",4287,36059,Nassau County NY
916,NY,Nassau,woodmere,2019-09-01,swastika vandalism discovered in a middle school.,11948,36059,Nassau County NY
917,NY,New York,new york,2016-11-01,school's mural vandalized with swastika.,1484,36061,New York County NY
918,NY,New York,new york,2017-05-01,"graffiti reading ""nazi skin head,"" a swastika, and a threatening message discovered in a high school bathroom.",4195,36061,New York County NY
919,NY,New York,new york,2017-11-01,"jewish school received anti-semitic phone call from someone that said: ""the holocaust never happened. heil hitler.""",4364,36061,New York County NY
920,NY,New York,new york,2018-01-01,graffiti including two swastikas and offensive language discovered in school stairwell.,5574,36061,New York County NY
921,NY,New York,new york,2018-02-01,"a teacher at the friends seminary school made a nazi salute and say ""heil hitler"" to demonstrate an obtuse angle is to his 11th grade math class.",5638,36061,New York County NY
922,NY,New York,new york,2018-02-01,student told peers he wanted to be like hitler and buy a gun to kill people.,5608,36061,New York County NY
923,NY,New York,new york,2018-02-01,jewish boy victim of anti-semitic harassment and bullying in school.,5615,36061,New York County NY
924,NY,New York,new york,2018-05-01,swastikas were drawn on lockers at a high school.,6057,36061,New York County NY
925,NY,New York,new york,2018-09-01,swastika vandalism was discovered inside a school.,6466,36061,New York County NY
926,NY,New York,new york,2018-11-01,"swastikas and ""nazi"" found written on the front of a teacher's desk at a school.",6950,36061,New York County NY
927,NY,New York,new york,2018-11-01,five swastikas found by custodian at a charter school in west harlem.,6918,36061,New York County NY
928,NY,New York,new york,2019-05-01,swastika vandalism discovered in a middle school.,10299,36061,New York County NY
929,NY,New York,new york,2019-06-01,a high school was vandalized with swastika graffiti.,10354,36061,New York County NY
930,NY,New York,new york,2019-12-01,toilet paper was used to fashion a swastika and left in the bathroom at a high school.,12223,36061,New York County NY
931,NY,Queens,belle harbor,2017-05-01,"a swastika and the phrase, ""no jews,"" discovered in a boy's bathroom at an elementary school.",4187,36081,Queens County NY
932,NY,Queens,forest hills,2019-06-01,"a teacher at a middle school provided a board game to students called ""secret hitler."" when the game was removed from the school students started saying it was because ""jews control minds.""",9855,36081,Queens County NY
933,NY,Queens,long island city,2017-04-01,swastika graffiti at high school.,4161,36081,Queens County NY
934,NY,Queens,long island city,2018-11-01,swastika found on the bathroom stall of a boys restroom at a school.,6947,36081,Queens County NY
935,NY,Queens,queens,2016-11-01,high school desk vandalized with swastikas and anti-semitic comments.,2022,36081,Queens County NY
936,NY,Queens,queens,2018-02-01,student made hitler jokes and derogatory remarks about judaism.,5629,36081,Queens County NY
937,NY,Queens,queens,2018-03-01,school security guard discovered swastika drawings on school property.,5751,36081,Queens County NY
938,NY,Queens,rego park,2019-02-01,"swastikas and ""hail hitler"" were written in chalk on a school playground.",10103,36081,Queens County NY
939,NY,Richmond,staten island,2016-11-01,school's basketball court vandalized with swastika.,2361,36085,Richmond County NY
940,NY,Richmond,staten island,2016-11-01,school grounds vandalized with two swastikas.,2362,36085,Richmond County NY
941,NY,Richmond,staten island,2019-06-01,two swastikas were drawn in chalk on the ground at a public school.,9850,36085,Richmond County NY
942,NY,Rockland,spring valley,2019-09-01,"non-jewish school children shouted ""heil hitler"" at jewish school children.",11957,36087,Rockland County NY
943,NY,Saratoga,clifton park,2018-03-01,a student was making racist and anti-semitic remarks in an after school program that included telling everyone that he wanted to get a tattoo of a swastika and kill jews.,5738,36091,Saratoga County NY
944,NY,Saratoga,clifton park,2018-06-01,"jewish boy at a middle school was harassed and bullied by peers who called him a ""dirty jew"" and said ""heil hitler"" to him on multiple occasions.",6125,36091,Saratoga County NY
945,NY,Saratoga,shenendehowa,2018-03-01,"term ""jew"" used as a pejorative during confrontation between two students.",5721,36091,Saratoga County NY
946,NY,Schenectady,rotterdam,2017-10-01,members of the school district made disparaging and anti-semitic comments about the jewish community in their district.,4327,36093,Schenectady County NY
947,NY,Suffolk,deer park,2016-04-01,"swastika and ""nazi"" carved into stall at high school bathroom.",718,36103,Suffolk County NY
948,NY,Suffolk,holbrook,2016-04-01,swastika drawn on exterior wall of middle school.,1067,36103,Suffolk County NY
949,NY,Suffolk,westhampton,2018-04-01,"""hitler youth"" and a swastika was spray-painted on a high school.",5860,36103,Suffolk County NY
950,NY,Suffolk,westhampton beach,2018-04-01,"a high school was vandalized with graffiti that included swastikas, the words ""hitler youth,"" and phallic symbols on the walls, sidewalks, and windows.",5896,36103,Suffolk County NY
951,NY,Sullivan,monticello,2018-03-01,"during a school trip a student said ""auschwitz is the best vacation place for jews.""",5748,36105,Sullivan County NY
952,NY,Sullivan,monticello,2018-05-01,"during a school trip to a holocaust museum, a student stated ""i can't believe we have to spend the day listening to fake history.""",6046,36105,Sullivan County NY
953,NY,Sullivan,monticello,2018-10-01,swastika vandalism discovered in school bathroom.,6649,36105,Sullivan County NY
954,NY,Sullivan,monticello,2018-10-01,"students at a high school gave the ""heil hitler"" salute in class.",6543,36105,Sullivan County NY
955,NY,Sullivan,monticello,2018-11-01,middle school student made anti-semitic comment.,6722,36105,Sullivan County NY
956,NY,Sullivan,monticello,2018-11-01,doctored anti-semitic snapchat photo of a student was circulated throughout school.,6721,36105,Sullivan County NY
957,NY,Tioga,apalachin,2018-11-01,school vandalized with swastika graffiti.,6826,36107,Tioga County NY
958,NY,Ulster,accord,2018-12-01,jewish high school student victim of anti-semitic harassment.,6990,36111,Ulster County NY
959,NY,Ulster,new paltz,2019-04-01,swastika vandalism discovered in a middle school.,10211,36111,Ulster County NY
960,NY,Ulster,saugerties,2017-03-01,jewish student harassed with anti-jewish language.,4118,36111,Ulster County NY
961,NY,Westchester,armonk,2018-06-01,an anti-semitic note was passed between students at a middle school.,6106,36119,Westchester County NY
962,NY,Westchester,chappaqua,2019-05-01,swastika vandalism discovered in a high school.,10309,36119,Westchester County NY
963,NY,Westchester,katonah,2018-01-01,swastika graffiti discovered at two neighboring schools.,5570,36119,Westchester County NY
964,NY,Westchester,new rochelle,2016-05-01,anti-semitic comments posted city school district's facebook page.,1725,36119,Westchester County NY
965,NY,Westchester,new rochelle,2018-11-01,swastika vandalism discovered in high school locker room.,6845,36119,Westchester County NY
966,NY,Westchester,new rochelle,2019-03-01,swastika vandalism discovered at a middle school.,10145,36119,Westchester County NY
967,NY,Westchester,new rochelle,2019-03-01,"over the course of a week, swastika vandalism was discovered at multiple locations in a middle school.",11698,36119,Westchester County NY
968,NY,Westchester,new rochelle,2019-04-01,swastika vandalism discovered on school property.,11723,36119,Westchester County NY
969,NY,Westchester,new rochelle,2019-05-01,a school teacher drew a cartoon with a swastika in the classroom.,9789,36119,Westchester County NY
970,NY,Westchester,new rochelle,2019-11-01,swastika vandalism discovered on the wall in a locker room at new rochelle high school.,12056,36119,Westchester County NY
971,NY,Westchester,new rochelle,2019-11-01,"swastika vandalism was found at new rochelle high school in multiple locations including a bathroom, library, and near the athletic director's office.",10917,36119,Westchester County NY
972,NY,Westchester,new rochelle,2019-12-01,"school officials at albert leonard middle school reported that ""anti-semitic language"" had been found written on the school playground.",12185,36119,Westchester County NY
973,NY,Westchester,ossining,2019-10-01,a swastika and the n-word were found drawn in a bathroom at ossining high school.,12040,36119,Westchester County NY
974,NY,Westchester,pelham,2019-10-01,swastika graffiti discovered by students at pelham middle school.,10523,36119,Westchester County NY
975,NY,Westchester,pleasantville,2019-10-01,swastika drawing discovered on a door in a bathroom at plesantville high school.,10538,36119,Westchester County NY
976,NY,Westchester,port chester,2016-08-01,jewish student received text from his classmates that depicted him dying in a gas chamber.,1969,36119,Westchester County NY
977,NY,Westchester,rye,2018-11-01,swastika vandalism discovered in school locker room.,6849,36119,Westchester County NY
978,NY,Westchester,scarsdale,2019-09-01,swastika vandalism discovered in a bathroom at scarsdale high school.,11920,36119,Westchester County NY
979,NY,Westchester,scarsdale,2019-09-01,swastika vandalism discovered in a bathroom at scarsdale high school for the second time in one month.,10471,36119,Westchester County NY
980,OH,Cuyahoga,chagrin falls,2018-03-01,"anti-semitic harassment at a middle school that included children saying ""heil hitler"" in the cafeteria.",5731,39035,Cuyahoga County OH
981,OH,Cuyahoga,lakewood,2018-12-01,"a student at lakewood high school sent an anti-semitic snapchat that featured an image from ""schindler's list"" of a nazi about to execute a man with the caption ""what's your favorite hannukah tradition?""",7002,39035,Cuyahoga County OH
982,OH,Cuyahoga,university heights,2016-04-01,catholic school vandalized with swastika.,2504,39035,Cuyahoga County OH
983,OH,Franklin,new albany,2018-09-01,jewish school received a threatening email that was anti-semitic in nature.,6440,39049,Franklin County OH
984,OH,Geauga,chagrin falls,2018-03-01,"anti-semitic harassment at a middle school that included children saying ""heil hitler"" in the cafeteria.",5731,39055,Geauga County OH
985,OH,Hamilton,cincinnati,2019-02-01,"two jewish students at sycamore high school were called ""disgusting"" by a classmate, and told that other anti-semites were ""going to do something"" about the jews.",9582,39061,Hamilton County OH
986,OH,Stark,north canton,2016-02-01,middle school student victim of anti-semitic harassment by classmates.,1781,39151,Stark County OH
987,OH,Union,marysville,2019-12-01,art teacher allowed a student to draw a swastika as an ornament on a class christmas tree.,12148,39159,Union County OH
988,OK,Cleveland,norman,2019-04-01,mckinley elementary school was vandalized with graffiti that included a swastika.,10238,40027,Cleveland County OK
989,OR,Clackamas,lake oswego,2019-02-01,a student discovered anti-semitic notes in their school book while at school.,9584,41005,Clackamas County OR
990,OR,Lane,eugene,2017-09-01,anti-semitic slurs and white supremacist language were graffitied on the exterior of a high school.,4459,41039,Lane County OR
991,OR,Multnomah,portland,2018-10-01,flyers for the jewish student union at a public high school were defaced with hateful words.,6671,41051,Multnomah County OR
992,OR,Multnomah,portland,2018-11-01,elementary school defaced with swastika graffiti.,6909,41051,Multnomah County OR
993,OR,Multnomah,portland,2019-05-01,red plastic swastikas were found on a playground at a school.,9799,41051,Multnomah County OR
994,OR,Multnomah,portland,2019-09-01,high school students discovered that a swastika had been carved into a tree on campus.,10483,41051,Multnomah County OR
995,OR,Washington,beaverton,2019-10-01,swastika graffiti discovered in a school.,10825,41067,Washington County OR
996,PA,Allegheny,pittsburgh,2018-03-01,school board member directed anti-semitic remarks at a rabbi during a meeting.,5741,42003,Allegheny County PA
997,PA,Berks,reading,2016-01-01,"school's grounds vandalized with swastikas, 666 imagery and profanities.",2038,42011,Berks County PA
998,PA,Berks,reading,2016-03-01,"students reported hearing the word ""jew"" used pejoratively.",2037,42011,Berks County PA
999,PA,Bucks,doylestown,2019-10-01,swastika vandalism discovered in a boys bathroom at a middle school.,10542,42017,Bucks County PA
1000,PA,Bucks,levittown,2018-10-01,anti-semitic and racist graffiti spray-painted on the exterior walls of a middle school.,6643,42017,Bucks County PA
1001,PA,Bucks,levittown,2018-10-01,anti-semitic and racist graffiti spray-painted on the walls of a middle school.,6645,42017,Bucks County PA
1002,PA,Bucks,newtown,2019-05-01,jewish high school student victim of ongoing anti-semitic harassment at school.,9800,42017,Bucks County PA
1003,PA,Bucks,warrington,2016-06-01,elementary school sign vandalized with swastika.,2550,42017,Bucks County PA
1004,PA,Cumberland,newville,2018-03-01,"a hand-drawn swastika and the words ""kill the jews!"" were discovered in a bathroom at a high school.",5784,42041,Cumberland County PA
1005,PA,Dauphin,hershey,2018-04-01,teacher encouraged students to take selfies while wearing nazi ss uniforms.,5846,42043,Dauphin County PA
1006,PA,Delaware,bryn mawr,2019-03-01,"during a verbal altercation between jewish students and catholic adults, one of the adults called the jewish students ""kikes.""",9666,42045,Delaware County PA
1007,PA,Delaware,glen mills,2019-02-01,a jewish student at a middle was harassed by another student who did the sieg heil in front of him.,9585,42045,Delaware County PA
1008,PA,Delaware,media,2016-12-01,jewish middle school student victim of anti-semitic harassment including nazi salutes and swastika drawings circulated among peers.,1521,42045,Delaware County PA
1009,PA,Delaware,swarthmore,2016-09-01,school playground vandalized with swastika.,2400,42045,Delaware County PA
1010,PA,Delaware,wayne,2018-03-01,a jewish girl in middle school was the victim of ongoing anti-semitic cyber bullying at the hands of another student.,5739,42045,Delaware County PA
1011,PA,Lehigh,allentown,2018-11-01,high school students shared an anti-semitic video on snapchat targeting other students.,6767,42077,Lehigh County PA
1012,PA,Lehigh,center valley,2016-11-01,high school students performed nazi salutes and vandalized school property with swastikas.,478,42077,Lehigh County PA
1013,PA,Lehigh,emmaus,2019-10-01,"a student at a high school dressed up as a stereotypical orthodox jew for halloween, in an effort to harass jewish classmates.",10832,42077,Lehigh County PA
1014,PA,Luzerne,kingston,2018-12-01,"two individuals spray-painted racial slurs, swastikas, and anti-semitic insults on the buildings and sidewalks of a school.",7061,42079,Luzerne County PA
1015,PA,Montgomery,erdenheim,2019-04-01,"at school, a boy drew a swastika a jewish peer's calculator, called her ""jew girl"" and said ""you don't deserve birthday shekels.""",9730,42091,Montgomery County PA
1016,PA,Montgomery,lower merion,2016-06-01,middle school student student received drawing of swastika on his graduation yearbook.,1422,42091,Montgomery County PA
1017,PA,Montgomery,wynnewood,2016-02-01,jewish school received a threatening phone call.,2700,42091,Montgomery County PA
1018,PA,Montgomery,wynnewood,2017-02-01,bomb threat - perelman jewish day school,4484,42091,Montgomery County PA
1019,PA,Montgomery,wynnewood,2019-10-01,swastika vandalism discovered on the playground at a school.,10828,42091,Montgomery County PA
1020,PA,Philadelphia,philadelphia,2016-12-01,"student shouted ""heil hitler"" to his jewish teacher on two separate occasions.",1921,42101,Philadelphia County PA
1021,PA,Philadelphia,philadelphia,2018-02-01,a swastika was painted on the wall of a school.,5665,42101,Philadelphia County PA
1022,PA,Philadelphia,philadelphia,2018-11-01,"an anti-semitic flier was discovered in a middle school. it read: ""stop fighting for jewish lies and fight a real war to save your race!""",6719,42101,Philadelphia County PA
1023,PA,Philadelphia,philadelphia,2018-12-01,"two swastikas and the word ""jew"" were discovered on the walls of a bathroom at a middle school.",7069,42101,Philadelphia County PA
1024,PA,Philadelphia,philadelphia,2019-01-01,a school teacher was subjected to verbal and written anti-semitic harassment from a student.,9535,42101,Philadelphia County PA
1025,PA,Philadelphia,philadelphia,2019-03-01,a bench at a school was vandalized with a swastika carving.,10179,42101,Philadelphia County PA
1026,PA,Philadelphia,philadelphia,2019-03-01,a group of orthodox jews waiting for a school bus were harassed by individuals in a car that had a palestinian flag displayed on it.,9664,42101,Philadelphia County PA
1027,PA,Philadelphia,philadelphia,2019-11-01,"in an effort to harass their teacher, who is jewish, a student left a bag of pennies on the teacher's computer.",12127,42101,Philadelphia County PA
1028,PA,Pike,westfall,2016-12-01,jewish students repeatedly harassed by other students on their school bus.,2636,42103,Pike County PA
1029,PA,Susquehanna,montrose,2016-05-01,nazi imagery superimposed over high school student's campaign picture.,1641,42115,Susquehanna County PA
1030,RI,Providence,providence,2017-03-01,threat of active shooter called in to jewish community day school.,4567,44007,Providence County RI
1031,RI,Providence,providence,2017-03-01,bomb threat - jewish community day school,4568,44007,Providence County RI
1032,RI,Providence,providence,2019-01-01,"a non-jewish student told a jewish student that ""he was a cheater because all jews are cheaters.""",9537,44007,Providence County RI
1033,SC,Berkeley,charleston,2019-02-01,"a jewish high school student was verbally harassed and physically assaulted by fellow students who told her to ""go back to auschwitz"" and threw a rock at her back.",10555,45015,Berkeley County SC
1034,SC,Berkeley,charleston,2019-12-01,"jewish student at a middle school harassed by peers who told her she had a ""big jewish nose.""",12201,45015,Berkeley County SC
1035,SC,Berkeley,summerville,2016-03-01,"jewish students repeatedly targeted with anti-semitic comments, slurs, phone calls and the nazi salute. swastika drawn in front of elementary school.",2386,45015,Berkeley County SC
1036,SC,Charleston,charleston,2019-02-01,"a jewish high school student was verbally harassed and physically assaulted by fellow students who told her to ""go back to auschwitz"" and threw a rock at her back.",10555,45019,Charleston County SC
1037,SC,Charleston,charleston,2019-12-01,"jewish student at a middle school harassed by peers who told her she had a ""big jewish nose.""",12201,45019,Charleston County SC
1038,SC,Charleston,mount pleasant,2016-10-01,"swastika and the words ""kill jews"" drawn in middle school bathroom.",1658,45019,Charleston County SC
1039,SC,Dorchester,summerville,2016-03-01,"jewish students repeatedly targeted with anti-semitic comments, slurs, phone calls and the nazi salute. swastika drawn in front of elementary school.",2386,45035,Dorchester County SC
1040,SC,Georgetown,pawleys island,2018-03-01,"a student was harassed with ""anti-semitic derogatory comments"" and threatened while trying to get on the school bus. ",5740,45043,Georgetown County SC
1041,SC,Greenville,greenville,2019-04-01,"jewish student was harassed by classmates for being jewish, was told to ""go burn in a crematorium.""",9732,45045,Greenville County SC
1042,TN,Hamilton,ooltewah,2019-02-01,"a jewish middle school student was taunted by other students and called a ""dipshit jew.""",11655,47065,Hamilton County TN
1043,TN,Hamilton,ooltewah,2019-02-01,"a jewish middle school student was taunted by other students and called a ""dipshit jew.""",9587,47065,Hamilton County TN
1044,TN,Shelby,germantown,2019-03-01,jewish elementary school student was verbally harassed by a non-jewish student who made anti-semitic comments.,9670,47157,Shelby County TN
1045,TN,Shelby,germantown,2019-03-01,jewish elementary school student was verbally harassed by a non-jewish student who made anti-semitic comments.,11704,47157,Shelby County TN
1046,TX,Bexar,san antonio,2018-10-01,"jewish student received message saying ""stfu, kike!""",6529,48029,Bexar County TX
1047,TX,Bexar,san antonio,2019-01-01,students drew swastikas on a jewish student's desk.,10059,48029,Bexar County TX
1048,TX,Bexar,san antonio,2019-02-01,"a non-jewish student yelled ""heil hitler"" at a jewish student.",9589,48029,Bexar County TX
1049,TX,Comal,san antonio,2018-10-01,"jewish student received message saying ""stfu, kike!""",6529,48091,Comal County TX
1050,TX,Comal,san antonio,2019-01-01,students drew swastikas on a jewish student's desk.,10059,48091,Comal County TX
1051,TX,Comal,san antonio,2019-02-01,"a non-jewish student yelled ""heil hitler"" at a jewish student.",9589,48091,Comal County TX
1052,TX,Dallas,dallas,2018-12-01,"a swastika, kkk, and 666 graffiti discovered in a bathroom stall at a high school.",7118,48113,Dallas County TX
1053,TX,El Paso,el paso,2018-04-01,jewish student's student government campaign poster vandalized with a swastika.,5887,48141,El Paso County TX
1054,TX,Fort Bend,sugar land,2018-05-01,"a student, who is jewish, was told by another student that he was not allowed to play basketball because he is jewish and that he should ""go back to the concentration camps.""",6029,48157,Fort Bend County TX
1055,TX,Harris,houston,2016-03-01,"teacher yelled ""heil, hitler"" at jewish student.",1085,48201,Harris County TX
1056,TX,Harris,houston,2016-11-01,student came to his spanish class in nazi uniform and taught class the nazi salute.,1089,48201,Harris County TX
1057,TX,Harris,houston,2016-12-01,a jewish high school student was given unwanted nazi memorabilia by a classmate.,1091,48201,Harris County TX
1058,TX,Harris,houston,2017-01-01,"students taking senior picture were asked by photographer to do something fun for the photo. about 35 of them did a heil hitler salute and yelled out ""heil hitler"" and ""heil trump.""",4592,48201,Harris County TX
1059,TX,Harris,houston,2018-12-01,a jewish high school student's notebook was vandalized with swastika drawings.,7135,48201,Harris County TX
1060,TX,Harris,houston,2019-04-01,a jewish student at a middle school was physically assaulted by a classmate who also taunted him with anti-semitic harassment that included swastika drawings.,10560,48201,Harris County TX
1061,TX,Harris,katy,2017-04-01,"a high school history teacher told students during a lesson on world war ii, that jews killed jesus which is why hitler wanted to annihilate the jews.",4619,48201,Harris County TX
1062,TX,Travis,austin,2016-05-01,swastika vandalism in elementary school.,152,48453,Travis County TX
1063,TX,Travis,austin,2016-11-01,high school student victim of anti-semitic harassment at school.,150,48453,Travis County TX
1064,TX,Travis,austin,2018-05-01,"a teacher told her students that the holocaust is a myth, jews control the government, and other anti-semitic conspiracies.",6043,48453,Travis County TX
1065,TX,Travis,austin,2019-01-01,jewish middle school student discovered a swastika and a jewish star had been drawn on a bathroom wall.,10060,48453,Travis County TX
1066,TX,Travis,austin,2019-02-01,a teacher at a school told their class that jews were responsible for 9/11 and that jews were responsible for killing palestinians.,9590,48453,Travis County TX
