CountyState,state,FIPS,county,county_seat,population_2010,Land Area (km²),Land Area (mi²),Water Area (km²),Water Area (mi²),Total Area (km²),Total Area (mi²),latitude,longitude
Jefferson County TN,TN,47089.0,Jefferson,Dandridge,"51,407",709.859,274.078,104.187,40.227,814.045,314.305,36.048479,-83.440966
Johnson County TN,TN,47091.0,Johnson,Mountain City,"18,244",773.046,298.475,11.002,4.248,784.048,302.723,36.453204,-81.861237
Knox County TN,TN,47093.0,Knox,Knoxville,"432,226","1,316.27",508.215,45.715,17.651,"1,361.99",525.866,35.992727,-83.937721
Lake County TN,TN,47095.0,Lake,Tiptonville,"7,832",429.379,165.784,72.802,28.109,502.181,193.893,36.333905,-89.485537
Lauderdale County TN,TN,47097.0,Lauderdale,Ripley,"27,815","1,222.45",471.992,92.174,35.589,"1,314.63",507.581,35.762951,-89.627732
Lawrence County TN,TN,47099.0,Lawrence,Lawrenceburg,"41,869","1,598.36",617.128,2.23,0.861,"1,600.59",617.989,35.220476,-87.396546
Lewis County TN,TN,47101.0,Lewis,Hohenwald,"12,161",730.608,282.089,1.032,0.398,731.64,282.487,35.523244,-87.496983
Lincoln County TN,TN,47103.0,Lincoln,Fayetteville,"33,361","1,477.17",570.338,0.99,0.382,"1,478.16",570.72,35.142532,-86.593388
Loudon County TN,TN,47105.0,Loudon,Loudon,"48,556",593.665,229.216,47.02,18.154,640.685,247.37,35.73745,-84.316204
McMinn County TN,TN,47107.0,McMinn,Lafayette,"52,266","1,114.02",430.125,5.331,2.058,"1,119.35",432.183,35.424471,-84.619963
McNairy County TN,TN,47109.0,McNairy,Jackson,"26,075","1,457.80",562.86,1.948,0.752,"1,459.75",563.612,35.175626,-88.564671
Macon County TN,TN,47111.0,Macon,Jasper,"22,248",795.498,307.144,0.247,0.095,795.745,307.239,36.537838,-86.001231
Madison County TN,TN,47113.0,Madison,Lewisburg,"98,294","1,442.93",557.117,3.909,1.509,"1,446.84",558.626,35.606056,-88.833424
Marion County TN,TN,47115.0,Marion,Columbia,"28,237","1,290.23",498.16,36.502,14.093,"1,326.73",512.253,35.133422,-85.618399
Marshall County TN,TN,47117.0,Marshall,Athens,"30,617",972.437,375.46,1.802,0.696,974.239,376.156,35.468387,-86.765886
Maury County TN,TN,47119.0,Maury,Selmer,"80,956","1,588.02",613.138,6.319,2.44,"1,594.34",615.578,35.615696,-87.077763
Meigs County TN,TN,47121.0,Meigs,Decatur,"11,753",505.363,195.122,56.013,21.627,561.376,216.749,35.503397,-84.823888
Monroe County TN,TN,47123.0,Monroe,Madisonville,"44,519","1,646.11",635.565,44.013,16.994,"1,690.12",652.559,35.447666,-84.249786
Montgomery County TN,TN,47125.0,Montgomery,Clarksville,"172,331","1,396.46",539.177,12.051,4.653,"1,408.51",543.83,36.500354,-87.380887
Moore County TN,TN,47127.0,Moore,Lynchburg,"6,362",334.685,129.223,3.093,1.194,337.778,130.417,35.288889,-86.358684
Morgan County TN,TN,47129.0,Morgan,Wartburg,"21,987","1,352.44",522.18,0.81,0.313,"1,353.25",522.493,36.138697,-84.639262
Obion County TN,TN,47131.0,Obion,Union City,"31,807","1,410.84",544.728,27.916,10.778,"1,438.76",555.506,36.358175,-89.150175
Overton County TN,TN,47133.0,Overton,Livingston,"22,083","1,122.72",433.483,3.5,1.351,"1,126.22",434.834,36.34485,-85.283076
Perry County TN,TN,47135.0,Perry,Linden,"7,915","1,074.15",414.731,21.084,8.141,"1,095.23",422.872,35.659785,-87.877027
Pickett County TN,TN,47137.0,Pickett,Byrdstown,"5,077",422.113,162.979,29.823,11.515,451.936,174.494,36.559364,-85.075741
Polk County TN,TN,47139.0,Polk,Benton,"16,825","1,125.81",434.676,19.834,7.658,"1,145.64",442.334,35.109437,-84.541112
Putnam County TN,TN,47141.0,Putnam,Cookeville,"72,321","1,038.85",401.103,3.784,1.461,"1,042.64",402.564,36.140807,-85.496928
Rhea County TN,TN,47143.0,Rhea,Dayton,"31,809",816.823,315.377,54.463,21.028,871.286,336.405,35.600587,-84.949552
Roane County TN,TN,47145.0,Roane,Kingston,"54,181",934.23,360.708,88.756,34.269,"1,022.99",394.977,35.847472,-84.523861
Robertson County TN,TN,47147.0,Robertson,Springfield,"66,283","1,233.58",476.287,0.452,0.174,"1,234.03",476.461,36.52753,-86.869377
Rutherford County TN,TN,47149.0,Rutherford,Murfreesboro,"262,604","1,604.15",619.364,12.143,4.689,"1,616.29",624.053,35.843369,-86.417213
Scott County TN,TN,47151.0,Scott,Huntsville,"22,228","1,378.64",532.297,2.414,0.932,"1,381.06",533.229,36.437239,-84.498386
Sequatchie County TN,TN,47153.0,Sequatchie,Dunlap,"14,112",688.568,265.858,0.481,0.186,689.049,266.044,35.372335,-85.410344
Sevier County TN,TN,47155.0,Sevier,Sevierville,"89,889","1,534.57",592.5,13.515,5.218,"1,548.08",597.718,35.791284,-83.521955
Shelby County TN,TN,47157.0,Shelby,Memphis,"927,644","1,976.61",763.174,56.576,21.844,"2,033.19",785.018,35.183794,-89.895397
Smith County TN,TN,47159.0,Smith,Carthage,"19,166",814.004,314.289,28.706,11.084,842.711,325.373,36.25565,-85.942078
Stewart County TN,TN,47161.0,Stewart,Dover,"13,324","1,189.66",459.33,87.232,33.681,"1,276.89",493.011,36.511756,-87.851548
Sullivan County TN,TN,47163.0,Sullivan,Blountville,"156,823","1,070.61",413.363,42.33,16.344,"1,112.94",429.707,36.510212,-82.299397
Sumner County TN,TN,47165.0,Sumner,Gallatin,"160,645","1,371.27",529.449,35.658,13.768,"1,406.93",543.217,36.470015,-86.458517
Tipton County TN,TN,47167.0,Tipton,Covington,"61,081","1,187.16",458.366,38.715,14.948,"1,225.88",473.314,35.500297,-89.763708
Trousdale County TN,TN,47169.0,Trousdale,Hartsville,"7,870",295.759,114.193,6.345,2.45,302.104,116.643,36.39303,-86.156691
Unicoi County TN,TN,47171.0,Unicoi,Erwin,"18,313",482.165,186.165,0.851,0.328,483.016,186.493,36.100215,-82.418245
Union County TN,TN,47173.0,Union,Maynardville,"19,109",578.99,223.549,61.093,23.588,640.083,247.137,36.28414,-83.836088
Van Buren County TN,TN,47175.0,Van Buren,Spencer,"5,548",708.142,273.415,2.893,1.117,711.036,274.532,35.699245,-85.458411
Warren County TN,TN,47177.0,Warren,McMinnville,"39,839","1,120.64",432.68,3.508,1.355,"1,124.14",434.035,35.678282,-85.777363
Washington County TN,TN,47179.0,Washington,Jonesborough,"122,979",845.54,326.465,8.633,3.333,854.173,329.798,36.295665,-82.495037
Wayne County TN,TN,47181.0,Wayne,Waynesboro,"17,021","1,901.31",734.1,4.023,1.553,"1,905.33",735.653,35.242687,-87.819703
Weakley County TN,TN,47183.0,Weakley,Dresden,"35,021","1,503.14",580.364,3.68,1.421,"1,506.82",581.785,36.303523,-88.720785
White County TN,TN,47185.0,White,Sparta,"25,841",975.579,376.673,7.128,2.752,982.707,379.425,35.927062,-85.455766
Williamson County TN,TN,47187.0,Williamson,Franklin,"183,182","1,508.93",582.599,3.029,1.169,"1,511.95",583.768,35.894972,-86.896958
Wilson County TN,TN,47189.0,Wilson,Lebanon,"113,993","1,478.43",570.826,32.037,12.37,"1,510.47",583.196,36.148476,-86.29021
Anderson County TX,TX,48001.0,Anderson,Palestine,"58,458","2,752.13","1,062.60",39.884,15.399,"2,792.01","1,078.00",31.841266,-95.661744
Andrews County TX,TX,48003.0,Andrews,Andrews,"14,786","3,886.83","1,500.71",0.957,0.37,"3,887.79","1,501.08",32.312258,-102.640206
Angelina County TX,TX,48005.0,Angelina,Lufkin,"86,771","2,066.24",797.778,173.343,66.928,"2,239.58",864.706,31.251951,-94.611056
Aransas County TX,TX,48007.0,Aransas,Rockport,"23,158",652.869,252.074,714.621,275.917,"1,367.49",527.991,28.104225,-96.977983
Archer County TX,TX,48009.0,Archer,Archer City,"9,054","2,339.04",903.11,57.778,22.308,"2,396.82",925.418,33.616305,-98.687267
Armstrong County TX,TX,48011.0,Armstrong,Claude,"1,901","2,354.58",909.109,12.22,4.718,"2,366.80",913.827,34.964179,-101.356636
Atascosa County TX,TX,48013.0,Atascosa,Jourdanton,"44,911","3,158.61","1,219.54",4.996,1.929,"3,163.60","1,221.47",28.894296,-98.528187
Austin County TX,TX,48015.0,Austin,Bellville,"28,417","1,674.45",646.508,25.577,9.875,"1,700.03",656.383,29.891901,-96.27017
Bailey County TX,TX,48017.0,Bailey,Muleshoe,"7,165","2,141.40",826.797,1.772,0.684,"2,143.17",827.481,34.067521,-102.830345
Bandera County TX,TX,48019.0,Bandera,Bandera,"20,485","2,048.58",790.961,17.288,6.675,"2,065.87",797.636,29.755748,-99.260682
Bastrop County TX,TX,48021.0,Bastrop,Bastrop,"74,171","2,300.30",888.15,19.155,7.396,"2,319.45",895.546,30.103128,-97.311859
Baylor County TX,TX,48023.0,Baylor,Seymour,"3,726","2,246.77",867.482,86.984,33.585,"2,333.75",901.067,33.618172,-99.197228
Bee County TX,TX,48025.0,Bee,Beeville,"31,861","2,279.81",880.239,0.246,0.095,"2,280.06",880.334,28.416077,-97.742586
Bell County TX,TX,48027.0,Bell,Belton,"310,235","2,722.12","1,051.02",95.365,36.821,"2,817.48","1,087.84",31.04211,-97.481921
Bexar County TX,TX,48029.0,Bexar,San Antonio,"1,714,773","3,211.12","1,239.82",42.128,16.266,"3,253.25","1,256.09",29.448671,-98.520147
Blanco County TX,TX,48031.0,Blanco,Johnson City,"10,497","1,836.95",709.251,10.815,4.176,"1,847.77",713.427,30.265605,-98.399977
Borden County TX,TX,48033.0,Borden,Gail,641,"2,324.37",897.443,22.298,8.609,"2,346.66",906.052,32.744062,-101.433033
Bosque County TX,TX,48035.0,Bosque,Meridian,"18,212","2,545.90",982.978,50.672,19.565,"2,596.57","1,002.54",31.900764,-97.637632
Bowie County TX,TX,48037.0,Bowie,Boston,"92,565","2,292.15",885.006,98.32,37.962,"2,390.47",922.968,33.446051,-94.422375
Brazoria County TX,TX,48039.0,Brazoria,Angleton,"313,166","3,516.43","1,357.70",649.793,250.886,"4,166.22","1,608.59",29.167818,-95.434647
Brazos County TX,TX,48041.0,Brazos,Bryan,"194,851","1,516.30",585.445,15.003,5.793,"1,531.30",591.238,30.656725,-96.302389
Brewster County TX,TX,48043.0,Brewster,Alpine,"9,232","16,015.80","6,183.73",22.064,8.519,"16,037.86","6,192.25",29.808997,-103.252458
Briscoe County TX,TX,48045.0,Briscoe,Silverton,"1,637","2,330.99",900.001,4.069,1.571,"2,335.06",901.572,34.525173,-101.205893
Brooks County TX,TX,48047.0,Brooks,Falfurrias,"7,223","2,443.30",943.364,0.742,0.286,"2,444.04",943.65,27.034994,-98.215276
Brown County TX,TX,48049.0,Brown,Brownwood,"38,106","2,446.07",944.433,32.429,12.521,"2,478.50",956.954,31.764103,-98.99847
Burleson County TX,TX,48051.0,Burleson,Caldwell,"17,187","1,706.87",659.026,46.065,17.786,"1,752.94",676.812,30.493487,-96.622091
Burnet County TX,TX,48053.0,Burnet,Burnet,"42,750","2,575.12",994.258,69.941,27.004,"2,645.06","1,021.26",30.789616,-98.201195
Caldwell County TX,TX,48055.0,Caldwell,Lockhart,"38,066","1,412.21",545.257,4.934,1.905,"1,417.14",547.162,29.840422,-97.631097
Calhoun County TX,TX,48057.0,Calhoun,Port Lavaca,"21,381","1,312.71",506.84,"1,361.91",525.836,"2,674.62","1,032.68",28.445366,-96.5833
Callahan County TX,TX,48059.0,Callahan,Baird,"13,544","2,329.36",899.372,4.899,1.891,"2,334.26",901.263,32.29315,-99.372249
Cameron County TX,TX,48061.0,Cameron,Brownsville,"406,220","2,307.48",890.922,998.532,385.535,"3,306.01","1,276.46",26.102923,-97.478958
Camp County TX,TX,48063.0,Camp,Pittsburg,"12,401",507.188,195.826,19.184,7.407,526.372,203.233,32.974581,-94.979085
Carson County TX,TX,48065.0,Carson,Panhandle,"6,182","2,383.36",920.22,10.064,3.886,"2,393.42",924.106,35.405496,-101.355356
Cass County TX,TX,48067.0,Cass,Linden,"30,464","2,426.72",936.963,60.5,23.359,"2,487.22",960.322,33.083698,-94.357579
Castro County TX,TX,48069.0,Castro,Dimmitt,"8,062","2,316.57",894.434,12.585,4.859,"2,329.16",899.293,34.533621,-102.258786
Chambers County TX,TX,48071.0,Chambers,Anahuac,"35,096","1,546.58",597.137,709.775,274.046,"2,256.35",871.183,29.703933,-94.668875
Cherokee County TX,TX,48073.0,Cherokee,Rusk,"50,845","2,727.03","1,052.91",24.032,9.279,"2,751.06","1,062.19",31.843859,-95.156504
Childress County TX,TX,48075.0,Childress,Childress,"7,041","1,803.68",696.405,44.835,17.311,"1,848.52",713.716,34.529337,-100.208336
Clay County TX,TX,48077.0,Clay,Henrietta,"10,752","2,819.77","1,088.72",72.604,28.033,"2,892.38","1,116.75",33.785904,-98.212918
Cochran County TX,TX,48079.0,Cochran,Morton,"3,127","2,007.63",775.15,0.229,0.088,"2,007.86",775.238,33.60844,-102.830449
Coke County TX,TX,48081.0,Coke,Robert Lee,"3,320","2,360.70",911.47,42.79,16.521,"2,403.49",927.991,31.877105,-100.635236
Coleman County TX,TX,48083.0,Coleman,Coleman,"8,895","3,268.42","1,261.95",50.472,19.487,"3,318.90","1,281.43",31.914205,-99.346622
Collin County TX,TX,48085.0,Collin,McKinney,"782,341","2,178.76",841.225,116.236,44.879,"2,295.00",886.104,33.193885,-96.578153
Collingsworth County TX,TX,48087.0,Collingsworth,Wellington,"3,057","2,378.75",918.441,2.279,0.88,"2,381.03",919.321,34.963358,-100.272135
Colorado County TX,TX,48089.0,Colorado,Columbus,"20,874","2,487.10",960.274,34.737,13.412,"2,521.83",973.686,29.595908,-96.508389
Comal County TX,TX,48091.0,Comal,New Braunfels,"108,472","1,449.04",559.476,39.89,15.402,"1,488.93",574.878,29.803019,-98.255201
Comanche County TX,TX,48093.0,Comanche,Comanche,"13,974","2,428.77",937.754,25.718,9.93,"2,454.49",947.684,31.951645,-98.549617
Concho County TX,TX,48095.0,Concho,Paint Rock,"4,087","2,548.03",983.799,25.624,9.894,"2,573.65",993.693,31.318865,-99.863648
Cooke County TX,TX,48097.0,Cooke,Gainesville,"38,437","2,265.62",874.759,61.334,23.681,"2,326.95",898.44,33.639169,-97.210372
Coryell County TX,TX,48099.0,Coryell,Gatesville,"75,388","2,724.84","1,052.07",12.146,4.69,"2,736.99","1,056.76",31.391177,-97.798022
Cottle County TX,TX,48101.0,Cottle,Paducah,"1,505","2,332.45",900.563,2.724,1.052,"2,335.17",901.615,34.091906,-100.276442
Crane County TX,TX,48103.0,Crane,Crane,"4,375","2,033.32",785.069,1.696,0.655,"2,035.02",785.724,31.422797,-102.487774
Crockett County TX,TX,48105.0,Crockett,Ozona,"3,719","7,270.94","2,807.33",0.053,0.021,"7,271.00","2,807.35",30.717532,-101.404211
Crosby County TX,TX,48107.0,Crosby,Crosbyton,"6,059","2,331.50",900.198,3.874,1.496,"2,335.38",901.694,33.609144,-101.29871
Culberson County TX,TX,48109.0,Culberson,Van Horn,"2,398","9,875.10","3,812.80",0.556,0.215,"9,875.66","3,813.01",31.445909,-104.526945
Dallam County TX,TX,48111.0,Dallam,Dalhart,"6,703","3,893.42","1,503.26",5.183,2.001,"3,898.61","1,505.26",36.28637,-102.59402
Dallas County TX,TX,48113.0,Dallas,Dallas,"2,368,139","2,256.60",871.279,96.696,37.335,"2,353.30",908.614,32.766987,-96.778424
Dawson County TX,TX,48115.0,Dawson,Lamesa,"13,833","2,331.78",900.306,4.721,1.823,"2,336.50",902.129,32.741934,-101.947322
Deaf Smith County TX,TX,48117.0,Deaf Smith,Hereford,"19,372","3,876.87","1,496.87",3.927,1.516,"3,880.80","1,498.38",34.940766,-102.607564
Delta County TX,TX,48119.0,Delta,Cooper,"5,231",665.174,256.825,54.666,21.107,719.84,277.932,33.385933,-95.67335
Denton County TX,TX,48121.0,Denton,Denton,"662,614","2,275.13",878.432,193.071,74.545,"2,468.20",952.977,33.205005,-97.119046
DeWitt County TX,TX,48123.0,DeWitt,Cuero,"20,097","2,354.24",908.975,3.92,1.514,"2,358.16",910.489,29.082342,-97.361656
Dickens County TX,TX,48125.0,Dickens,Dickens,"2,444","2,335.46",901.724,9.058,3.497,"2,344.51",905.221,33.614666,-100.786095
Dimmit County TX,TX,48127.0,Dimmit,Carrizo Springs,"9,996","3,441.79","1,328.88",14.577,5.628,"3,456.37","1,334.51",28.423587,-99.765871
Donley County TX,TX,48129.0,Donley,Clarendon,"3,677","2,400.62",926.886,15.954,6.16,"2,416.58",933.046,34.955036,-100.815846
Duval County TX,TX,48131.0,Duval,San Diego,"11,782","4,645.09","1,793.48",5.478,2.115,"4,650.57","1,795.60",27.681123,-98.497393
Eastland County TX,TX,48133.0,Eastland,Eastland,"18,583","2,399.60",926.491,14.048,5.424,"2,413.65",931.915,32.324645,-98.83656
Ector County TX,TX,48135.0,Ector,Odessa,"137,130","2,325.00",897.687,10.598,4.092,"2,335.60",901.779,31.865301,-102.542507
Edwards County TX,TX,48137.0,Edwards,Rocksprings,"2,002","5,485.23","2,117.86",5.2,2.008,"5,490.43","2,119.87",29.985877,-100.307373
Ellis County TX,TX,48139.0,Ellis,El Paso,"149,610","2,422.90",935.487,42.115,16.261,"2,465.02",951.748,32.347279,-96.798336
El Paso County TX,TX,48141.0,El Paso,Waxahachie,"800,647","2,622.86","1,012.69",5.871,2.267,"2,628.73","1,014.96",31.766403,-106.241391
Erath County TX,TX,48143.0,Erath,Stephenville,"37,890","2,805.14","1,083.07",17.445,6.736,"2,822.59","1,089.81",32.238136,-98.222377
Falls County TX,TX,48145.0,Falls,Marlin,"17,866","1,982.59",765.483,21.648,8.358,"2,004.24",773.841,31.25193,-96.934128
Fannin County TX,TX,48147.0,Fannin,Bonham,"33,915","2,307.26",890.837,20.842,8.047,"2,328.10",898.884,33.591161,-96.104988
Fayette County TX,TX,48149.0,Fayette,La Grange,"24,554","2,460.51",950.008,25.382,9.8,"2,485.89",959.808,29.877886,-96.921231
Fisher County TX,TX,48151.0,Fisher,Roby,"3,974","2,328.25",898.941,7.284,2.812,"2,335.53",901.753,32.740473,-100.40312
Floyd County TX,TX,48153.0,Floyd,Floydada,"6,446","2,569.64",992.143,0.984,0.38,"2,570.62",992.523,34.073731,-101.303274
Foard County TX,TX,48155.0,Foard,Crowell,"1,336","1,824.38",704.397,8.515,3.288,"1,832.89",707.685,33.980404,-99.777427
Fort Bend County TX,TX,48157.0,Fort Bend,Richmond,"585,375","2,231.23",861.481,61.797,23.86,"2,293.02",885.341,29.526602,-95.771015
Franklin County TX,TX,48159.0,Franklin,Mount Vernon,"10,605",736.569,284.391,26.876,10.377,763.445,294.768,33.175846,-95.219066
Freestone County TX,TX,48161.0,Freestone,Fairfield,"19,816","2,273.33",877.739,36.916,14.253,"2,310.25",891.992,31.701654,-96.144237
Frio County TX,TX,48163.0,Frio,Pearsall,"17,217","2,935.75","1,133.50",2.194,0.847,"2,937.94","1,134.35",28.869334,-99.108788
Gaines County TX,TX,48165.0,Gaines,Seminole,"17,526","3,891.13","1,502.38",1.263,0.488,"3,892.40","1,502.86",32.743942,-102.631562
Galveston County TX,TX,48167.0,Galveston,Galveston,"291,309",979.943,378.358,"1,283.21",495.45,"2,263.15",873.808,29.228706,-94.894865
Garza County TX,TX,48169.0,Garza,Post,"6,461","2,313.93",893.412,7.219,2.787,"2,321.15",896.199,33.183792,-101.301134
Gillespie County TX,TX,48171.0,Gillespie,Fredericksburg,"24,837","2,740.76","1,058.21",8.979,3.467,"2,749.74","1,061.68",30.32639,-98.942106
Glasscock County TX,TX,48173.0,Glasscock,Garden City,"1,226","2,331.55",900.218,2.245,0.867,"2,333.80",901.085,31.868591,-101.528971
Goliad County TX,TX,48175.0,Goliad,Goliad,"7,210","2,206.71",852.014,19.05,7.355,"2,225.76",859.369,28.6607,-97.430415
Gonzales County TX,TX,48177.0,Gonzales,Gonzales,"19,807","2,762.71","1,066.69",8.201,3.166,"2,770.91","1,069.85",29.468704,-97.477738
Gray County TX,TX,48179.0,Gray,Pampa,"22,535","2,398.26",925.974,8.701,3.359,"2,406.96",929.333,35.402542,-100.812374
Grayson County TX,TX,48181.0,Grayson,Sherman,"120,877","2,415.95",932.804,120.106,46.373,"2,536.06",979.177,33.624508,-96.675699
Gregg County TX,TX,48183.0,Gregg,Longview,"121,730",707.851,273.303,6.373,2.461,714.224,275.764,32.486397,-94.816276
Grimes County TX,TX,48185.0,Grimes,Anderson,"26,604","2,039.51",787.459,36.633,14.144,"2,076.14",801.603,30.543231,-95.988082
Guadalupe County TX,TX,48187.0,Guadalupe,Seguin,"131,533","1,842.26",711.3,9.104,3.515,"1,851.36",714.815,29.583208,-97.949027
Hale County TX,TX,48189.0,Hale,Plainview,"36,273","2,602.12","1,004.68",0.247,0.095,"2,602.36","1,004.78",34.068436,-101.822888
Hall County TX,TX,48191.0,Hall,Memphis,"3,353","2,288.23",883.492,53.366,20.605,"2,341.60",904.097,34.453189,-100.576343
Hamilton County TX,TX,48193.0,Hamilton,Hamilton,"8,517","2,165.01",835.914,1.239,0.478,"2,166.25",836.392,31.706982,-98.111794
Hansford County TX,TX,48195.0,Hansford,Spearman,"5,613","2,382.30",919.81,1.548,0.598,"2,383.85",920.408,36.272847,-101.35693
Hardeman County TX,TX,48197.0,Hardeman,Quanah,"4,139","1,800.34",695.114,4.549,1.756,"1,804.89",696.87,34.289904,-99.745697
Hardin County TX,TX,48199.0,Hardin,Kountze,"54,635","2,306.56",890.567,18.091,6.985,"2,324.65",897.552,30.329612,-94.393149
Harris County TX,TX,48201.0,Harris,Houston,"4,092,459","4,411.99","1,703.48",191.672,74.005,"4,603.66","1,777.48",29.857273,-95.393037
Harrison County TX,TX,48203.0,Harrison,Marshall,"65,631","2,330.86",899.951,40.929,15.803,"2,371.79",915.754,32.547993,-94.374425
Hartley County TX,TX,48205.0,Hartley,Channing,"6,062","3,786.65","1,462.03",3.024,1.168,"3,789.67","1,463.20",35.840244,-102.610047
Haskell County TX,TX,48207.0,Haskell,Haskell,"5,899","2,339.10",903.131,18.471,7.132,"2,357.57",910.263,33.175965,-99.730773
Hays County TX,TX,48209.0,Hays,San Marcos,"157,107","1,755.96",677.978,5.038,1.945,"1,760.99",679.923,30.061225,-98.029267
Hemphill County TX,TX,48211.0,Hemphill,Canadian,"3,807","2,347.27",906.286,15.206,5.871,"2,362.48",912.157,35.816237,-100.284807
Henderson County TX,TX,48213.0,Henderson,Athens,"78,532","2,263.00",873.748,193.17,74.583,"2,456.17",948.331,32.211633,-95.853418
Hidalgo County TX,TX,48215.0,Hidalgo,Edinburg,"774,769","4,068.52","1,570.87",31.191,12.043,"4,099.71","1,582.91",26.396384,-98.18099
Hill County TX,TX,48217.0,Hill,Hillsboro,"35,089","2,483.45",958.864,69.557,26.856,"2,553.00",985.72,31.98224,-97.129886
Hockley County TX,TX,48219.0,Hockley,Levelland,"22,935","2,352.72",908.392,0.446,0.172,"2,353.17",908.564,33.605932,-102.343398
